date,symbol,open,high,low,close,change,volume
2024-09-18,^TWII,21675.400390625,22042.689453125,21656.66015625,22042.689453125,1.6783629197754113,3393700
2024-09-19,^TWII,22246.240234375,22354.5390625,22136.529296875,22159.419921875,0.5295654552418982,5085000
2024-09-22,^TWII,22170.939453125,22307.4609375,22170.939453125,22285.529296875,0.5691005244930158,3582300
2024-09-23,^TWII,22273.7890625,22431.779296875,22154.55078125,22431.779296875,0.6562554474329074,3517800
2024-09-24,^TWII,22569.2890625,22785.3203125,22569.2890625,22761.599609375,1.4703261303304016,4014100
2024-09-25,^TWII,22841.419921875,22961.76953125,22769.240234375,22858.810546875,0.4270830660774827,3923400
2024-09-26,^TWII,22978.970703125,23079.2109375,22806.830078125,22822.7890625,-0.1575824966969841,4104100
2024-09-29,^TWII,22643.91015625,22691.23046875,22224.5390625,22224.5390625,-2.6212834827579523,3569300
2024-09-30,^TWII,22329.650390625,22446.859375,22311.330078125,22390.390625,0.7462542284165874,2789600
2024-10-03,^TWII,22459.099609375,22493.05078125,22193.5,22302.7109375,-0.3915951667323836,3632200
2024-10-06,^TWII,22479.240234375,22719.0703125,22479.240234375,22702.560546875,1.792829627283954,3508600
2024-10-07,^TWII,22691.3203125,22691.3203125,22418.380859375,22611.390625,-0.4015843133057917,3557200
2024-10-08,^TWII,22637.169921875,22885.94921875,22637.169921875,22659.080078125,0.2109089790889307,3670800
2024-10-10,^TWII,22726.189453125,23011.109375,22726.189453125,22901.640625,1.070478351454196,3012500
2024-10-13,^TWII,22947.3203125,23015.55078125,22799.140625,22975.2890625,0.3215858580000841,2706500
2024-10-14,^TWII,23083.69921875,23353.91015625,23082.060546875,23292.0390625,1.3786551243744505,3579700
2024-10-15,^TWII,22990.640625,23258.51953125,22866.73046875,23010.98046875,-1.2066723441250926,3698000
2024-10-16,^TWII,23114.2109375,23191.7890625,22950.69921875,23053.83984375,0.1862561878152258,3263300
2024-10-17,^TWII,23620.5703125,23713.69921875,23378.359375,23487.26953125,1.8800759024857339,3775600
2024-10-20,^TWII,23602.98046875,23678.509765625,23480.060546875,23542.529296875,0.23527539270360442,3005000
2024-10-21,^TWII,23428.109375,23535.4296875,23269.859375,23535.4296875,-0.030156527726787896,3046700
2024-10-22,^TWII,23402.240234375,23486.44921875,23318.83984375,23334.759765625,-0.852629098085167,3039000
2024-10-23,^TWII,23446.640625,23446.640625,23150.76953125,23192.51953125,-0.6095637401184573,3322300
2024-10-24,^TWII,23255.0703125,23388.529296875,23222.76953125,23348.44921875,0.6723275032274767,2744200
2024-10-27,^TWII,23455.689453125,23547.119140625,23164.419921875,23198.0703125,-0.6440637870254728,2880000
2024-10-28,^TWII,23048.44921875,23056.5703125,22711.099609375,22926.58984375,-1.170271773009135,2933400
2024-10-29,^TWII,22985.130859375,23116.330078125,22801.44921875,22820.4296875,-0.4630438149480831,2981400
2024-10-31,^TWII,22438.9296875,22828.98046875,22231.939453125,22780.080078125,-0.17681353912938347,3569900
2024-11-03,^TWII,22839.1796875,23020.990234375,22792.76953125,22965.390625,0.8134762750590552,2715900
2024-11-04,^TWII,22870.109375,23178.80078125,22849.830078125,23106.7890625,0.6157022965944003,2872200
2024-11-05,^TWII,23112.94921875,23439.390625,23035.30078125,23217.380859375,0.47861170401419795,3163400
2024-11-06,^TWII,23180.009765625,23518.630859375,23132.939453125,23408.8203125,0.8245523226092066,3751300
2024-11-07,^TWII,23608.109375,23699.69921875,23509.130859375,23553.890625,0.6197250034959412,3635500
2024-11-10,^TWII,23477.75,23563.80078125,23306.66015625,23529.640625,-0.1029553901989333,3158800
2024-11-11,^TWII,23276.759765625,23276.759765625,22981.76953125,22981.76953125,-2.3284295008224376,3983600
2024-11-12,^TWII,22894.91015625,23046.470703125,22860.23046875,22860.23046875,-0.5288498883201043,3491500
2024-11-13,^TWII,22821.0390625,22893.8203125,22619.7109375,22715.380859375,-0.6336314481737659,3593400
2024-11-14,^TWII,22767.109375,22940.80078125,22690.76953125,22742.76953125,0.12057324525860391,3823100
2024-11-17,^TWII,22693.9609375,22781.76953125,22503.689453125,22546.5390625,-0.8628257366824488,3431100
2024-11-18,^TWII,22614.740234375,22906.689453125,22578.75,22848.80078125,1.3406124900682936,3689400
2024-11-19,^TWII,22872.91015625,22977.560546875,22622.470703125,22688.359375,-0.7021874267539641,3757700
2024-11-20,^TWII,22671.66015625,22708.5703125,22490.279296875,22555.66015625,-0.5848779832719808,3395800
2024-11-21,^TWII,22799.529296875,23019.0390625,22799.529296875,22904.3203125,1.5457767754733176,3505100
2024-11-24,^TWII,22996.05078125,23172.4296875,22948.369140625,22948.369140625,0.19231667879251457,5048900
2024-11-25,^TWII,22789.599609375,22832.109375,22645.130859375,22678.759765625,-1.1748520051593436,2985600
2024-11-26,^TWII,22665.580078125,22743.990234375,22334.779296875,22334.779296875,-1.5167516755981714,3577000
2024-11-27,^TWII,22380.44921875,22413.25,22124.310546875,22298.900390625,-0.16064141835966383,3123400
2024-11-28,^TWII,22202.279296875,22429.859375,22055.380859375,22262.5,-0.1632385004971093,2801000
2024-12-01,^TWII,22456.5,22802.529296875,22456.5,22736.9296875,2.131071027512643,2812700
2024-12-02,^TWII,22972.30078125,23144.779296875,22972.30078125,23027.4609375,1.2777945571064597,3099500
2024-12-03,^TWII,23126.080078125,23255.330078125,23034.69921875,23255.330078125,0.9895539123634611,2836900
2024-12-04,^TWII,23308.2890625,23387.169921875,23225.310546875,23267.939453125,0.054221440666024634,2847600
2024-12-05,^TWII,23278.6796875,23361.119140625,23137.619140625,23193.26953125,-0.3209133409747267,2954100
2024-12-08,^TWII,23287.7890625,23325.990234375,23172.220703125,23273.25,0.3448434410777468,3209600
2024-12-09,^TWII,23228.259765625,23329.009765625,23071.4296875,23125.080078125,-0.6366533332259117,2908900
2024-12-10,^TWII,23108.359375,23108.359375,22880.5703125,22903.630859375,-0.957614927178041,2760300
2024-12-11,^TWII,23050.640625,23189.2890625,23030.48046875,23046.80078125,0.6250970544977807,3059200
2024-12-12,^TWII,23002.369140625,23097.51953125,22920.83984375,23020.48046875,-0.11420375760532453,3046000
2024-12-15,^TWII,23207.2109375,23264.400390625,22959.91015625,23039.900390625,0.08435932473851437,3188400
2024-12-16,^TWII,23131.5703125,23223.509765625,23018.009765625,23018.009765625,-0.0950118039959369,3429100
2024-12-17,^TWII,23014.4296875,23211.169921875,22934.58984375,23168.669921875,0.6545316375484278,3298300
2024-12-18,^TWII,22947.560546875,22947.560546875,22743.30078125,22932.25,-1.0204294103727585,3445900
2024-12-19,^TWII,22798.390625,22845.58984375,22510.25,22510.25,-1.840203207273594,4683900
2024-12-22,^TWII,22811.560546875,23132.25,22811.560546875,23104.5390625,2.640082018191703,3504100
2024-12-23,^TWII,23260.740234375,23326.25,23120.240234375,23120.240234375,0.06795708770699349,3344300
2024-12-24,^TWII,23226.349609375,23296.359375,23159.359375,23220.130859375,0.4320483869864056,3073700
2024-12-25,^TWII,23276.080078125,23320.619140625,23241.939453125,23246.939453125,0.11545410278845925,2941300
2024-12-26,^TWII,23251.279296875,23335.66015625,23204.349609375,23275.6796875,0.12363018552592475,2416800
2024-12-29,^TWII,23274.259765625,23331.669921875,23159.69921875,23190.19921875,-0.3672522989560889,2483600
2024-12-30,^TWII,23094.0703125,23123.9609375,22972.990234375,23035.099609375,-0.6688153383762052,2572400
2025-01-01,^TWII,22975.7109375,23038.080078125,22713.630859375,22832.060546875,-0.8814334035584737,3148600
2025-01-02,^TWII,23018.560546875,23092.0703125,22905.400390625,22908.30078125,0.3339174500631481,2828200
2025-01-05,^TWII,23131.7890625,23553.2890625,23131.7890625,23547.7109375,2.79117234558639,2957500
2025-01-06,^TWII,23824.720703125,23943.94921875,23651.26953125,23651.26953125,0.43978199844929566,3207900
2025-01-07,^TWII,23522.2890625,23671.279296875,23388.630859375,23407.330078125,-1.031401095838369,2606700
2025-01-08,^TWII,23406.720703125,23463.9609375,23081.130859375,23081.130859375,-1.3935772156041248,3399500
2025-01-09,^TWII,23067.4609375,23202.25,22989.669921875,23011.859375,-0.3001217089277253,2979400
2025-01-12,^TWII,23070.3203125,23070.3203125,22458.220703125,22488.330078125,-2.2750412660863084,3544500
2025-01-13,^TWII,22573.9609375,22797.51953125,22542.9296875,22797.51953125,1.3748884512583492,2319000
2025-01-14,^TWII,22757.4609375,22777.33984375,22509.650390625,22514.5703125,-1.2411403721450665,2359800
2025-01-15,^TWII,22817.51953125,23147.689453125,22817.51953125,23025.099609375,2.2675507006747475,2497000
